trans_id,balance,client_id,district_id,account_id
366694,52467,1505,65,1247
366695,99135,1505,65,1247
366698,9797,1505,65,1247
366699,13659,1505,65,1247
366701,15225,1505,65,1247
366706,31073,1505,65,1247
366709,42579,1505,65,1247
36671,34422,142,68,118
366712,51052,1505,65,1247
366714,50602,1505,65,1247
366715,86256,1505,65,1247
366718,56701,1505,65,1247
36672,29517,142,68,118
366721,23332,1505,65,1247
366726,106639,1505,65,1247
36679,27406,142,68,118
367078,6972,1506,22,1248
367079,13344,1506,22,1248
367080,19716,1506,22,1248
367081,26088,1506,22,1248
367085,31584,1506,22,1248
367086,24887,1506,22,1248
367087,22327,1506,22,1248
367089,28884,1506,22,1248
367091,20873,1506,22,1248
367093,24931,1506,22,1248
367094,24706,1506,22,1248
367095,27985,1506,22,1248
367096,27472,1506,22,1248
367098,22074,1506,22,1248
367099,23824,1506,22,1248
367102,28764,1506,22,1248
367103,22606,1506,22,1248
367108,28986,1506,22,1248
367110,24055,1506,22,1248
367111,19881,1506,22,1248
367114,26903,1506,22,1248
367117,22325,1506,22,1248
367118,21602,1506,22,1248
367134,18515,1506,22,1248
367135,15955,1506,22,1248
367146,15702,1506,22,1248
367147,17452,1506,22,1248
367150,22392,1506,22,1248
367154,22834,1506,22,1248
367159,13509,1506,22,1248
367161,18355,1506,22,1248
367162,20531,1506,22,1248
367165,15953,1506,22,1248
367166,15230,1506,22,1248
367167,13138,1506,22,1248
367385,26424,1508,67,1249
367386,28554,1508,67,1249
367395,22079,1508,67,1249
367397,31038,1508,67,1249
367401,24835,1508,67,1249
367404,31457,1508,67,1249
367407,30739,1508,67,1249
367408,34892,1508,67,1249
367411,38213,1508,67,1249
367412,42238,1508,67,1249
367414,40482,1508,67,1249
367417,46669,1508,67,1249
367418,46337,1508,67,1249
367419,48321,1508,67,1249
367422,56366,1508,67,1249
367423,56076,1508,67,1249
367433,26032,1508,67,1249
555477,34162,2294,32,1891
555478,37949,2294,32,1891
555480,42633,2294,32,1891
555481,40161,2294,32,1891
555483,42221,2294,32,1891
555484,45242,2294,32,1891
555487,50538,2294,32,1891
555490,53555,2294,32,1891
555492,60909,2294,32,1891
555493,57250,2294,32,1891
555495,60218,2294,32,1891
555498,71963,2294,32,1891
555501,72620,2294,32,1891
555504,74843,2294,32,1891
555505,69295,2294,32,1891
555509,78221,2294,32,1891
555511,76883,2294,32,1891
555513,78504,2294,32,1891
555515,84055,2294,32,1891
555526,30746,2294,32,1891
555527,27533,2294,32,1891
555528,26784,2294,32,1891
555532,23703,2294,32,1891
555533,26113,2294,32,1891
555535,22882,2294,32,1891
555539,28732,2294,32,1891
555544,27713,2294,32,1891
555547,30776,2294,32,1891
555551,40722,2294,32,1891
555553,40333,2294,32,1891
555557,50148,2294,32,1891
555561,51170,2294,32,1891
555570,72135,2294,32,1891
555571,68079,2294,32,1891
555573,72792,2294,32,1891
555891,14766,2295,22,1892
555895,16757,2295,22,1892
555898,21664,2295,22,1892
555905,31010,2295,22,1892
555906,26815,2295,22,1892
555908,26285,2295,22,1892
555909,28591,2295,22,1892
555912,19709,2295,22,1892
555915,23271,2295,22,1892
555916,25564,2295,22,1892
555921,22800,2295,22,1892
555923,19404,2295,22,1892
555924,20077,2295,22,1892
555925,19655,2295,22,1892
555927,21707,2295,22,1892
555929,22467,2295,22,1892
555934,20107,2295,22,1892
555937,20379,2295,22,1892
555946,25672,2295,22,1892
555947,27973,2295,22,1892
555950,22145,2295,22,1892
555952,26727,2295,22,1892
555970,19266,2295,22,1892
555975,24626,2295,22,1892
997325,33740,4116,36,3405
997330,34043,4116,36,3405
997332,33663,4116,36,3405
997335,30226,4116,36,3405
997340,26290,4116,36,3405
997342,29784,4116,36,3405
997343,29986,4116,36,3405
997347,23928,4116,36,3405
997350,28934,4116,36,3405
997353,34174,4116,36,3405
997355,36790,4116,36,3405
997357,31778,4116,36,3405
997359,34971,4116,36,3405
997363,25518,4116,36,3405
997365,36497,4116,36,3405
997366,36305,4116,36,3405
997370,28650,4116,36,3405
997371,26044,4116,36,3405
997373,38897,4116,36,3405
997634,24890,4117,53,3406
997636,23189,4117,53,3406
997637,25494,4117,53,3406
997653,27546,4117,53,3406
997654,28500,4117,53,3406
997657,21024,4117,53,3406
998459,10707,4121,23,3409
998462,21470,4121,23,3409
998468,17684,4121,23,3409
998469,17375,4121,23,3409
998472,17374,4121,23,3409
998480,17803,4121,23,3409
998483,22417,4121,23,3409
998484,24209,4121,23,3409
998485,16592,4121,23,3409
998487,20133,4121,23,3409
998488,21915,4121,23,3409
998504,14517,4121,23,3409
998505,14208,4121,23,3409
998507,12444,4121,23,3409
998514,12542,4121,23,3409
998521,13425,4121,23,3409
998524,18748,4121,23,3409
998525,20537,4121,23,3409
998527,15686,4121,23,3409
998706,34882,4122,39,3410
998712,36277,4122,39,3410
998714,36034,4122,39,3410
998716,35073,4122,39,3410
998719,20859,4122,39,3410
998724,41169,4122,39,3410
998729,28761,4122,39,3410
998730,23274,4122,39,3410
998732,26075,4122,39,3410
998733,28333,4122,39,3410
998736,42088,4122,39,3410
998754,40667,4122,39,3410
998755,25520,4122,39,3410
709339,18250,2932,1,2427
709343,13579,2932,1,2427
709348,17434,2932,1,2427
709349,17368,2932,1,2427
709352,17216,2932,1,2427
709354,42776,2932,1,2427
709361,84698,2932,1,2427
709363,52251,2932,1,2427
709365,32131,2932,1,2427
709367,32164,2932,1,2427
709368,25474,2932,1,2427
709372,30351,2932,1,2427
709378,37458,2932,1,2427
7096,16055,33,73,27
7097,18612,33,73,27
70984,13498,287,50,237
70988,16051,287,50,237
70990,13476,287,50,237
70991,11916,287,50,237
70993,12602,287,50,237
70999,12166,287,50,237
71003,10392,287,50,237
71009,11487,287,50,237
71011,12615,287,50,237
71013,9946,287,50,237
71014,10955,287,50,237
710145,29041,2935,61,2429
710150,44606,2935,61,2429
710151,34574,2935,61,2429
710159,43720,2935,61,2429
71016,12982,287,50,237
710161,42189,2935,61,2429
710162,49458,2935,61,2429
710163,46203,2935,61,2429
710164,31452,2935,61,2429
710168,52095,2935,61,2429
71017,13301,287,50,237
710170,44627,2935,61,2429
710175,51881,2935,61,2429
710176,40216,2935,61,2429
710179,58519,2935,61,2429
710181,62777,2935,61,2429
710183,63146,2935,61,2429
710184,61529,2935,61,2429
710186,65972,2935,61,2429
71019,15136,287,50,237
710194,67401,2935,61,2429
710195,70097,2935,61,2429
71020,16165,287,50,237
710202,68489,2935,61,2429
710206,65654,2935,61,2429
710208,58059,2935,61,2429
710219,37188,2935,61,2429
710220,41976,2935,61,2429
710221,37504,2935,61,2429
710222,51392,2935,61,2429
710223,34205,2935,61,2429
710224,42930,2935,61,2429
710226,38845,2935,61,2429
710227,46835,2935,61,2429
710228,53768,2935,61,2429
710232,48555,2935,61,2429
475268,26650,1964,17,1620
475270,19677,1964,17,1620
475282,18123,1964,17,1620
475287,18167,1964,17,1620
475288,22376,1964,17,1620
475292,39387,1964,17,1620
475294,32998,1964,17,1620
475296,41557,1964,17,1620
475301,33988,1964,17,1620
475303,41448,1964,17,1620
475304,44303,1964,17,1620
47549,26517,193,1,160
47550,23629,193,1,160
47552,27654,193,1,160
47554,32291,193,1,160
475556,27691,1965,75,1621
475557,21033,1965,75,1621
475558,20058,1965,75,1621
475561,20245,1965,75,1621
475565,22655,1965,75,1621
475566,24892,1965,75,1621
475570,22399,1965,75,1621
475571,24032,1965,75,1621
475572,20766,1965,75,1621
475576,28848,1965,75,1621
475582,32103,1965,75,1621
475587,32060,1965,75,1621
475589,43926,1965,75,1621
475594,49421,1965,75,1621
47560,26139,193,1,160
475600,29293,1965,75,1621
47563,28228,193,1,160
47565,17585,193,1,160
47566,29798,193,1,160
47573,31253,193,1,160
47575,40681,193,1,160
47580,49375,193,1,160
47583,57847,193,1,160
47586,64676,193,1,160
475924,24876,1966,19,1622
475928,22613,1966,19,1622
475932,21428,1966,19,1622
475934,30383,1966,19,1622
475936,31034,1966,19,1622
475937,38838,1966,19,1622
475939,34796,1966,19,1622
47594,69347,193,1,160
475944,41816,1966,19,1622
475945,34700,1966,19,1622
475947,43655,1966,19,1622
475949,40684,1966,19,1622
475950,40581,1966,19,1622
47596,69878,193,1,160
475966,22081,1966,19,1622
475969,28554,1966,19,1622
475971,35664,1966,19,1622
475973,41195,1966,19,1622
475982,40176,1966,19,1622
475985,47721,1966,19,1622
476,36307,2,1,2
47600,82297,193,1,160
47601,82103,193,1,160
47602,71301,193,1,160
47603,81782,193,1,160
47604,90100,193,1,160
476171,52400,1967,1,1623
476173,58595,1967,1,1623
476174,69021,1967,1,1623
476175,36314,1967,1,1623
476178,46227,1967,1,1623
476179,48114,1967,1,1623
476181,36428,1967,1,1623
476188,34698,1967,1,1623
476189,34924,1967,1,1623
476190,35353,1967,1,1623
476191,34181,1967,1,1623
47621,32854,193,1,160
47622,29246,193,1,160
47623,32912,193,1,160
47624,33991,193,1,160
47626,38628,193,1,160
47628,34527,193,1,160
47631,35192,193,1,160
47633,28719,193,1,160
47634,33683,193,1,160
43532,12724,176,4,146
435321,29187,1792,54,1479
435322,24744,1792,54,1479
435327,29141,1792,54,1479
435329,28431,1792,54,1479
43533,15262,176,4,146
435330,25453,1792,54,1479
435331,26916,1792,54,1479
435334,22827,1792,54,1479
435336,19509,1792,54,1479
435342,17767,1792,54,1479
435344,18945,1792,54,1479
435349,13148,1792,54,1479
43535,17870,176,4,146
435350,14169,1792,54,1479
435351,15292,1792,54,1479
43536,20425,176,4,146
43540,12415,176,4,146
43544,10765,176,4,146
43545,13296,176,4,146
43548,20935,176,4,146
43553,14933,176,4,146
43560,22341,176,4,146
435600,54768,1793,41,1480
43564,17243,176,4,146
43567,22288,176,4,146
43570,15860,176,4,146
43575,20372,176,4,146
43576,13013,176,4,146
43577,15545,176,4,146
43579,20642,176,4,146
43583,24591,176,4,146
43584,27170,176,4,146
435841,10148,1794,54,1481
435844,12956,1794,54,1481
435846,14495,1794,54,1481
435849,12156,1794,54,1481
43585,29762,176,4,146
435853,13116,1794,54,1481
435856,14078,1794,54,1481
435857,15166,1794,54,1481
435862,16974,1794,54,1481
435864,17794,1794,54,1481
435866,18834,1794,54,1481
435868,19841,1794,54,1481
435873,15571,1794,54,1481
435876,18866,1794,54,1481
435878,16503,1794,54,1481
435879,17601,1794,54,1481
1159979,31560,4791,51,3972
1159985,40193,4791,51,3972
1159986,37450,4791,51,3972
1159987,37596,4791,51,3972
1159990,24210,4791,51,3972
1159993,33414,4791,51,3972
1159997,35304,4791,51,3972
11600,25465,47,76,39
1160002,34786,4791,51,3972
1160003,38210,4791,51,3972
1160004,40547,4791,51,3972
1160007,35101,4791,51,3972
1160009,44077,4791,51,3972
1160010,47236,4791,51,3972
1160012,47265,4791,51,3972
1160013,49285,4791,51,3972
1160016,48779,4791,51,3972
1160017,49651,4791,51,3972
1160020,40931,4791,51,3972
1160021,48378,4791,51,3972
1160024,60351,4791,51,3972
1160039,53778,4791,51,3972
1160040,32774,4791,51,3972
1160041,38944,4791,51,3972
1160044,32870,4791,51,3972
1160045,42637,4791,51,3972
1160048,50093,4791,51,3972
1160049,44920,4791,51,3972
1160050,42218,4791,51,3972
1160057,55449,4791,51,3972
1160058,52706,4791,51,3972
1160061,50579,4791,51,3972
1160062,39466,4791,51,3972
1160070,57591,4791,51,3972
1160071,58043,4791,51,3972
1160075,53466,4791,51,3972
1160076,55803,4791,51,3972
1160078,68933,4791,51,3972
1160083,59461,4791,51,3972
1160086,59102,4791,51,3972
1160088,64035,4791,51,3972
1160090,71714,4791,51,3972
1160092,54487,4791,51,3972
1160093,63634,4791,51,3972
1160095,71701,4791,51,3972
1160096,84241,4791,51,3972
11603,26273,47,76,39
1160445,22130,4792,20,3973
1160452,5940,4792,20,3973
1160453,9187,4792,20,3973
1160459,15448,4792,20,3973
1160460,18005,4792,20,3973
1160471,15299,4792,20,3973
1160474,13937,4792,20,3973
11605,21485,47,76,39
738553,29828,3045,10,2523
738557,28202,3045,10,2523
738560,26511,3045,10,2523
738563,28244,3045,10,2523
738564,25948,3045,10,2523
738568,26066,3045,10,2523
738571,26255,3045,10,2523
738572,23439,3045,10,2523
738588,16239,3045,10,2523
738593,16491,3045,10,2523
738596,14758,3045,10,2523
738599,17909,3045,10,2523
738604,21550,3045,10,2523
738612,27508,3045,10,2523
738626,26781,3045,10,2523
738627,25981,3045,10,2523
738631,28247,3045,10,2523
738641,26543,3045,10,2523
738646,19108,3045,10,2523
738647,17472,3045,10,2523
738652,19696,3045,10,2523
738655,17757,3045,10,2523
738657,19936,3045,10,2523
738658,18001,3045,10,2523
738660,16321,3045,10,2523
738662,16829,3045,10,2523
738663,17073,3045,10,2523
738664,15524,3045,10,2523
738666,14522,3045,10,2523
738667,14696,3045,10,2523
738670,16936,3045,10,2523
738675,20562,3045,10,2523
738676,21632,3045,10,2523
738678,22942,3045,10,2523
738684,27590,3045,10,2523
738685,28688,3045,10,2523
738686,29791,3045,10,2523
738703,28065,3045,10,2523
738705,25809,3045,10,2523
738706,27314,3045,10,2523
738714,23857,3045,10,2523
738718,16126,3045,10,2523
738720,13637,3045,10,2523
738722,14371,3045,10,2523
738723,13857,3045,10,2523
738724,16714,3045,10,2523
738727,14775,3045,10,2523
738728,15791,3045,10,2523
738729,16954,3045,10,2523
738740,11858,3045,10,2523
738741,12904,3045,10,2523
738746,17473,3045,10,2523
738749,19723,3045,10,2523
738757,25706,3045,10,2523
739001,12826,3046,1,2524
739002,19089,3046,1,2524
739007,27375,3046,1,2524
739013,21613,3046,1,2524
739014,21714,3046,1,2524
739023,21095,3046,1,2524
739027,22092,3046,1,2524
739028,20275,3046,1,2524
739031,22852,3046,1,2524
739032,18238,3046,1,2524
739034,16379,3046,1,2524
739037,17712,3046,1,2524
739072,15652,3046,1,2524
299206,27206,1223,14,1019
299207,15616,1223,14,1019
299209,17990,1223,14,1019
299210,26872,1223,14,1019
299211,33378,1223,14,1019
299213,27883,1223,14,1019
299214,28681,1223,14,1019
299218,30090,1223,14,1019
299225,35910,1223,14,1019
299229,38954,1223,14,1019
299232,28576,1223,14,1019
299235,33893,1223,14,1019
299252,41117,1223,14,1019
299255,30443,1223,14,1019
299260,21789,1223,14,1019
299262,35688,1223,14,1019
299266,38357,1223,14,1019
29932,38227,116,74,97
29934,11503,116,74,97
29935,18757,116,74,97
29938,21653,116,74,97
29942,39080,116,74,97
29946,44133,116,74,97
29953,48334,116,74,97
29955,38978,116,74,97
29958,40396,116,74,97
299619,27471,1224,56,1020
299620,24574,1224,56,1020
299625,17539,1224,56,1020
299632,9581,1224,56,1020
299634,10956,1224,56,1020
299638,13437,1224,56,1020
299644,16794,1224,56,1020
299659,17901,1224,56,1020
299661,20418,1224,56,1020
299667,12231,1224,56,1020
299669,13491,1224,56,1020
299674,16316,1224,56,1020
299676,18413,1224,56,1020
299679,19305,1224,56,1020
29968,53744,116,74,97
299680,19673,1224,56,1020
2996817,42671,12220,60,9928
2996818,43354,12220,60,9928
2996819,49612,12220,60,9928
2996823,45867,12220,60,9928
2996826,47663,12220,60,9928
2996828,53850,12220,60,9928
2996830,55456,12220,60,9928
2996834,58998,12220,60,9928
2996838,64142,12220,60,9928
2996841,68087,12220,60,9928
2996849,71084,12220,60,9928
2996872,53371,12220,60,9928
2996879,40023,12220,60,9928
2996883,63658,12220,60,9928
563561,26138,2328,24,1918
563563,25091,2328,24,1918
563564,19299,2328,24,1918
563565,21793,2328,24,1918
563566,23219,2328,24,1918
563568,22617,2328,24,1918
56357,57874,228,48,188
563570,26794,2328,24,1918
563571,18879,2328,24,1918
563573,13614,2328,24,1918
563574,13467,2328,24,1918
563579,15940,2328,24,1918
563582,18114,2328,24,1918
563594,21958,2328,24,1918
563596,14922,2328,24,1918
563597,17080,2328,24,1918
563598,14740,2328,24,1918
563599,16906,2328,24,1918
563603,15951,2328,24,1918
563604,18113,2328,24,1918
56361,55651,228,48,188
563917,45106,2329,18,1919
563919,30868,2329,18,1919
563923,50646,2329,18,1919
563924,48673,2329,18,1919
563928,56085,2329,18,1919
563929,58231,2329,18,1919
563930,62386,2329,18,1919
563932,59594,2329,18,1919
563935,67701,2329,18,1919
563939,67631,2329,18,1919
563940,71616,2329,18,1919
563942,78522,2329,18,1919
563943,58437,2329,18,1919
563947,81761,2329,18,1919
563950,80050,2329,18,1919
563952,94903,2329,18,1919
563953,93238,2329,18,1919
563956,101392,2329,18,1919
563958,98712,2329,18,1919
563976,70533,2329,18,1919
563983,74243,2329,18,1919
563987,70768,2329,18,1919
563989,81828,2329,18,1919
563997,93283,2329,18,1919
563999,91228,2329,18,1919
5640,52438,29,30,23
564003,82034,2329,18,1919
564004,99094,2329,18,1919
564006,108742,2329,18,1919
564008,81565,2329,18,1919
564010,103647,2329,18,1919
564013,93235,2329,18,1919
564014,64870,2329,18,1919
564018,99309,2329,18,1919
564019,97372,2329,18,1919
564020,104303,2329,18,1919
5643,46078,29,30,23
564307,36817,2330,40,1920
564310,34692,2330,40,1920
564315,44102,2330,40,1920
564318,31286,2330,40,1920
564320,40100,2330,40,1920
564323,48432,2330,40,1920
564324,47498,2330,40,1920
564325,51087,2330,40,1920
564489,19329,2331,42,1921
564493,16966,2331,42,1921
564497,16390,2331,42,1921
5645,56862,29,30,23
564501,20352,2331,42,1921
564512,22830,2331,42,1921
564514,23686,2331,42,1921
564515,19910,2331,42,1921
564518,16418,2331,42,1921
564519,13866,2331,42,1921
564520,15125,2331,42,1921
564522,17659,2331,42,1921
5649,69512,29,30,23
5651,59500,29,30,23
975300,31169,4016,13,3323
975302,28370,4016,13,3323
975303,33919,4016,13,3323
975307,35263,4016,13,3323
975308,38941,4016,13,3323
975309,41036,4016,13,3323
975310,35640,4016,13,3323
975311,29175,4016,13,3323
975324,40736,4016,13,3323
975325,44303,4016,13,3323
975327,51679,4016,13,3323
975328,47754,4016,13,3323
975332,45438,4016,13,3323
975333,45092,4016,13,3323
975336,52712,4016,13,3323
975337,47171,4016,13,3323
975344,42362,4016,13,3323
975349,39321,4016,13,3323
975677,41039,4018,3,3324
975680,48695,4018,3,3324
975681,42966,4018,3,3324
975682,49626,4018,3,3324
975685,53425,4018,3,3324
975686,57007,4018,3,3324
975703,37407,4018,3,3324
97612,23473,408,35,334
97613,29530,408,35,334
97617,41029,408,35,334
97621,34890,408,35,334
97625,29583,408,35,334
97627,37702,408,35,334
97629,43681,408,35,334
97631,50147,408,35,334
976349,38275,4021,45,3327
976352,39423,4021,45,3327
976356,32818,4021,45,3327
976358,41968,4021,45,3327
976359,37365,4021,45,3327
976360,30836,4021,45,3327
976365,28835,4021,45,3327
976366,21916,4021,45,3327
976369,24098,4021,45,3327
976373,32385,4021,45,3327
976374,33833,4021,45,3327
976375,35388,4021,45,3327
976378,32604,4021,45,3327
97638,50706,408,35,334
976383,27836,4021,45,3327
976384,29300,4021,45,3327
913505,7669,3765,45,3113
913508,74887,3765,45,3113
913516,23865,3765,45,3113
913518,91,3765,45,3113
913520,-548,3765,45,3113
913524,46329,3765,45,3113
913525,34439,3765,45,3113
913527,26683,3765,45,3113
913534,79289,3765,45,3113
913535,52635,3765,45,3113
913537,44699,3765,45,3113
913539,33569,3765,45,3113
913541,74772,3765,45,3113
913543,56975,3765,45,3113
913547,5285,3765,45,3113
913548,53973,3765,45,3113
913550,26590,3765,45,3113
913552,7793,3765,45,3113
913553,3028,3765,45,3113
913555,41844,3765,45,3113
914115,28510,3767,14,3115
914118,47679,3767,14,3115
914121,43387,3767,14,3115
914123,35407,3767,14,3115
914124,36158,3767,14,3115
914126,28672,3767,14,3115
914128,30431,3767,14,3115
914132,33678,3767,14,3115
914135,32361,3767,14,3115
914148,37184,3767,14,3115
914150,38246,3767,14,3115
914160,41511,3767,14,3115
914164,35785,3767,14,3115
914167,55231,3767,14,3115
914172,31530,3767,14,3115
914375,58350,3769,54,3116
914376,55713,3769,54,3116
914380,57782,3769,54,3116
914383,45106,3769,54,3116
914385,54762,3769,54,3116
914386,54066,3769,54,3116
914390,60565,3769,54,3116
914393,62793,3769,54,3116
914396,59941,3769,54,3116
914399,70543,3769,54,3116
914400,59209,3769,54,3116
914403,71923,3769,54,3116
914521,6255,3770,35,3117
914523,16965,3770,35,3117
914525,27675,3770,35,3117
914533,19989,3770,35,3117
914535,23668,3770,35,3117
914536,21019,3770,35,3117
914540,23127,3770,35,3117
914545,20627,3770,35,3117
914547,20909,3770,35,3117
914548,22754,3770,35,3117
914553,27663,3770,35,3117
914555,19960,3770,35,3117
914556,20759,3770,35,3117
914557,22597,3770,35,3117
914558,24443,3770,35,3117
914560,23444,3770,35,3117
914562,25627,3770,35,3117
914563,24985,3770,35,3117
914566,26928,3770,35,3117
914571,22694,3770,35,3117
914574,22079,3770,35,3117
914580,21304,3770,35,3117
914587,29203,3770,35,3117
914589,28639,3770,35,3117
914590,23401,3770,35,3117
914598,24333,3770,35,3117
914599,24122,3770,35,3117
914606,18255,3770,35,3117
914607,20098,3770,35,3117
914609,19297,3770,35,3117
914613,21405,3770,35,3117
914617,17057,3770,35,3117
914620,19184,3770,35,3117
914626,21162,3770,35,3117
914627,16390,3770,35,3117
914630,20873,3770,35,3117
193888,26887,788,47,657
193893,34529,788,47,657
193895,28272,788,47,657
193902,39948,788,47,657
193905,43889,788,47,657
193907,34234,788,47,657
193911,34905,788,47,657
193912,41326,788,47,657
193913,45751,788,47,657
193914,46467,788,47,657
193920,38282,788,47,657
193926,58905,788,47,657
193928,64304,788,47,657
193942,23185,788,47,657
193950,22015,788,47,657
193952,21595,788,47,657
193954,14892,788,47,657
193955,13371,788,47,657
193956,20690,788,47,657
193958,23053,788,47,657
193959,24911,788,47,657
193961,29122,788,47,657
193963,34202,788,47,657
193964,33806,788,47,657
193966,29509,788,47,657
193971,33650,788,47,657
193974,41061,788,47,657
193975,35236,788,47,657
193977,38366,788,47,657
193979,30907,788,47,657
193980,38006,788,47,657
193984,37999,788,47,657
193985,42424,788,47,657
193986,43140,788,47,657
193992,34955,788,47,657
193997,51294,788,47,657
194287,5255,789,4,658
194289,14601,789,4,658
194293,20109,789,4,658
194300,19688,789,4,658
194302,16507,789,4,658
194305,22061,789,4,658
194307,23556,789,4,658
194312,21626,789,4,658
194321,30594,789,4,658
194322,28681,789,4,658
194329,17294,789,4,658
194331,15072,789,4,658
194332,17088,789,4,658
194335,22089,789,4,658
194336,15033,789,4,658
14063,32794,55,45,47
14065,29056,55,45,47
14066,32013,55,45,47
1406865,27456,5788,72,4794
1406868,20897,5788,72,4794
1406871,5066,5788,72,4794
1406872,2044,5788,72,4794
1406899,37061,5788,72,4794
1406900,23160,5788,72,4794
1406901,34180,5788,72,4794
1406902,35127,5788,72,4794
1406904,39121,5788,72,4794
1406906,27468,5788,72,4794
1406910,17413,5788,72,4794
1406916,21919,5788,72,4794
1406938,18125,5788,72,4794
1406939,29166,5788,72,4794
1406946,2913,5788,72,4794
1406952,12917,5788,72,4794
1406953,17638,5788,72,4794
1406970,39184,5788,72,4794
1406974,33467,5788,72,4794
1406975,32308,5788,72,4794
1406977,22338,5788,72,4794
1406978,25808,5788,72,4794
1406980,16806,5788,72,4794
1406982,15753,5788,72,4794
1407,43093,8,51,6
1407016,3966,5788,72,4794
1407017,6582,5788,72,4794
1407020,7157,5788,72,4794
14072,40972,55,45,47
14073,39256,55,45,47
14076,27612,55,45,47
140760,16328,566,47,471
140761,15103,566,47,471
140766,23191,566,47,471
140767,23232,566,47,471
140769,17432,566,47,471
140772,26115,566,47,471
140773,27129,566,47,471
140774,22795,566,47,471
140777,35660,566,47,471
140778,35512,566,47,471
140780,36917,566,47,471
140785,39045,566,47,471
140789,48116,566,47,471
14079,33909,55,45,47
140790,49219,566,47,471
140791,46620,566,47,471
140792,46914,566,47,471
140809,23945,566,47,471
140816,30398,566,47,471
140820,34957,566,47,471
140823,36442,566,47,471
140826,44354,566,47,471
140827,44206,566,47,471
140828,45759,566,47,471
14083,38753,55,45,47
140831,49436,566,47,471
140834,46433,566,47,471
14084,33555,55,45,47
140841,53452,566,47,471
14085,36200,55,45,47
140852,37015,566,47,471
140857,23692,566,47,471
140858,21549,566,47,471
51617,45043,210,66,173
516171,21899,2139,18,1765
516184,15659,2139,18,1765
516187,21982,2139,18,1765
516188,21078,2139,18,1765
516191,19745,2139,18,1765
516194,18375,2139,18,1765
516199,19600,2139,18,1765
51620,32284,210,66,173
516204,16247,2139,18,1765
516205,18638,2139,18,1765
51625,38921,210,66,173
51629,47837,210,66,173
51632,27755,210,66,173
51634,44483,210,66,173
516401,31306,2141,28,1766
516403,30018,2141,28,1766
516405,36120,2141,28,1766
516406,33380,2141,28,1766
516409,31914,2141,28,1766
516410,30233,2141,28,1766
516413,23353,2141,28,1766
516416,19454,2141,28,1766
516419,18993,2141,28,1766
516421,11296,2141,28,1766
516426,14774,2141,28,1766
516431,10100,2141,28,1766
516432,16538,2141,28,1766
516436,11023,2141,28,1766
516437,18665,2141,28,1766
516440,10206,2141,28,1766
516442,10353,2141,28,1766
516446,32193,2141,28,1766
51646,26555,210,66,173
516462,30029,2141,28,1766
516463,29975,2141,28,1766
516464,33121,2141,28,1766
51647,50302,210,66,173
516472,18228,2141,28,1766
516477,26320,2141,28,1766
516478,16482,2141,28,1766
516479,18950,2141,28,1766
51648,43596,210,66,173
516485,16873,2141,28,1766
516486,14731,2141,28,1766
516487,15484,2141,28,1766
516491,10057,2141,28,1766
516494,18527,2141,28,1766
516497,18622,2141,28,1766
51650,40298,210,66,173
516502,10310,2141,28,1766
516503,14160,2141,28,1766
516504,28833,2141,28,1766
51651,43748,210,66,173
516522,36815,2141,28,1766
516523,36761,2141,28,1766
516526,40123,2141,28,1766
51653,69739,210,66,173
516531,37012,2141,28,1766
516534,29297,2141,28,1766
516536,26197,2141,28,1766
516539,25736,2141,28,1766
516540,26010,2141,28,1766
516544,19211,2141,28,1766
516545,23659,2141,28,1766
516546,21517,2141,28,1766
516548,24628,2141,28,1766
516552,23281,2141,28,1766
516554,29313,2141,28,1766
516555,25895,2141,28,1766
516557,25408,2141,28,1766
516562,17096,2141,28,1766
516564,35619,2141,28,1766
516566,38936,2141,28,1766
516581,35659,2141,28,1766
516584,37517,2141,28,1766
516589,36267,2141,28,1766
516592,22624,2141,28,1766
516599,23346,2141,28,1766
862893,20897,3548,1,2938
862896,28351,3548,1,2938
86290,34777,351,1,289
862903,59682,3548,1,2938
862906,74122,3548,1,2938
862907,74650,3548,1,2938
862908,91921,3548,1,2938
862912,32786,3548,1,2938
86292,31528,351,1,289
862920,15409,3548,1,2938
862921,17029,3548,1,2938
86293,30177,351,1,289
862936,41192,3548,1,2938
862939,105245,3548,1,2938
862940,95338,3548,1,2938
862943,94550,3548,1,2938
862947,61036,3548,1,2938
862949,60019,3548,1,2938
862950,24584,3548,1,2938
862952,66990,3548,1,2938
862953,81938,3548,1,2938
86296,26742,351,1,289
86302,29409,351,1,289
86304,40349,351,1,289
86312,37121,351,1,289
86314,32120,351,1,289
86315,33064,351,1,289
86318,28662,351,1,289
86323,31241,351,1,289
86324,32074,351,1,289
863284,5880,3549,5,2939
86329,35436,351,1,289
863290,24794,3549,5,2939
863298,19064,3549,5,2939
86330,29065,351,1,289
863300,18639,3549,5,2939
863301,21498,3549,5,2939
86331,30786,351,1,289
863313,21524,3549,5,2939
863315,19596,3549,5,2939
863316,19379,3549,5,2939
863317,18161,3549,5,2939
86332,33214,351,1,289
863322,13384,3549,5,2939
863324,12959,3549,5,2939
863325,15818,3549,5,2939
86339,38142,351,1,289
86340,42999,351,1,289
863458,19972,3550,54,2940
863461,24652,3550,54,2940
863462,13004,3550,54,2940
464078,26713,1912,57,1579
464080,28524,1912,57,1579
464081,30549,1912,57,1579
464083,35952,1912,57,1579
464084,41390,1912,57,1579
